Climate ID,Year,Month,YearMonth,MeanMonthlyTemp_C
8100300,2023,2,2023-02,-10.210714285714285
8100300,2023,3,2023-03,-0.8862068965517241
8100300,2023,4,2023-04,4.52
8100300,2023,5,2023-05,10.612903225806452
8100300,2023,6,2023-06,16.173333333333332
8100300,2023,7,2023-07,21.49230769230769
8100300,2023,8,2023-08,17.261290322580646
8100300,2023,9,2023-09,16.813333333333336
8100300,2023,10,2023-10,11.038709677419355
8100300,2023,11,2023-11,-0.6233333333333333
8100300,2023,12,2023-12,-1.7833333333333334
8100300,2024,1,2024-01,-7.193548387096774
8100300,2024,2,2024-02,-4.654545454545455
8100300,2024,3,2024-03,-0.4727272727272727
8100300,2024,4,2024-04,5.253333333333333
8100300,2024,5,2024-05,12.938709677419356
8100300,2024,6,2024-06,17.986666666666668
8100300,2024,7,2024-07,21.13225806451613
8100300,2024,8,2024-08,18.97037037037037
8100300,2024,9,2024-09,15.803703703703704
8100300,2024,10,2024-10,8.266666666666666
8100300,2024,11,2024-11,3.5714285714285716
8100300,2024,12,2024-12,-5.341935483870968
8100300,2025,1,2025-01,-9.94814814814815
8100300,2025,2,2025-02,-10.246428571428572
8100300,2025,3,2025-03,-2.2580645161290325
8100300,2025,4,2025-04,4.266666666666667
8100300,2025,5,2025-05,11.480645161290322
8100300,2025,6,2025-06,17.19
8100300,2025,7,2025-07,20.66774193548387
8100300,2025,8,2025-08,19.130000000000003
8100300,2025,9,2025-09,14.892000000000001
8100300,2025,10,2025-10,9.293548387096775
8100300,2025,11,2025-11,1.4066666666666667
8100300,2025,12,2025-12,-8.120000000000001
8100467,1995,1,1995-01,-7.561290322580645
8100467,1995,2,1995-02,-11.87142857142857
8100467,1995,3,1995-03,-4.383870967741935
8100467,1995,4,1995-04,0.5199999999999999
8100467,1995,5,1995-05,7.109677419354839
8100467,1995,6,1995-06,16.74
8100467,1995,7,1995-07,20.700000000000003
8100467,1995,8,1995-08,19.154838709677417
8100467,1995,9,1995-09,13.03
8100467,1995,10,1995-10,9.596774193548388
8100467,1995,11,1995-11,1.21
8100467,1995,12,1995-12,-5.625806451612903
8100467,1996,1,1996-01,-9.212903225806452
8100467,1996,2,1996-02,-8.210344827586207
8100467,1996,3,1996-03,-4.635483870967741
8100467,1996,4,1996-04,2.5266666666666664
8100467,1996,5,1996-05,8.229032258064516
8100467,1996,6,1996-06,16.73
8100467,1996,7,1996-07,18.51290322580645
8100467,1996,8,1996-08,19.08709677419355
8100467,1996,9,1996-09,14.073333333333332
8100467,1996,10,1996-10,7.377419354838709
8100467,1996,11,1996-11,1.1266666666666665
8100467,1996,12,1996-12,-1.432258064516129
8100467,1997,1,1997-01,-9.04516129032258
8100467,1997,2,1997-02,-10.167857142857143
8100467,1997,3,1997-03,-6.335483870967742
8100467,1997,4,1997-04,0.92
8100467,1997,5,1997-05,8.016129032258064
8100467,1997,6,1997-06,14.33
8100467,1997,7,1997-07,18.79032258064516
8100467,1997,8,1997-08,17.30322580645161
8100467,1997,9,1997-09,13.666666666666666
8100467,1997,10,1997-10,6.393548387096774
8100467,1997,11,1997-11,0.9733333333333333
8100467,1997,12,1997-12,-4.364516129032259
8100467,1998,1,1998-01,-7.616129032258065
8100467,1998,2,1998-02,-6.425
8100467,1998,3,1998-03,-2.0193548387096776
8100467,1998,4,1998-04,3.493333333333333
8100467,1998,5,1998-05,11.435483870967742
8100467,1998,6,1998-06,14.716666666666667
8100467,1998,7,1998-07,19.251612903225805
8100467,1998,8,1998-08,18.758064516129032
8100467,1998,9,1998-09,14.543333333333333
8100467,1998,10,1998-10,7.764516129032257
8100467,1998,11,1998-11,1.1099999999999999
8100467,1998,12,1998-12,-4.035483870967742
8100467,1999,1,1999-01,-8.870967741935484
8100467,1999,2,1999-02,-5.903571428571429
8100467,1999,3,1999-03,-0.5129032258064515
8100467,1999,4,1999-04,3.5266666666666664
8100467,1999,5,1999-05,13.0
8100467,1999,6,1999-06,17.886666666666667
8100467,1999,7,1999-07,20.016129032258064
8100467,1999,8,1999-08,18.690322580645162
8100467,1999,9,1999-09,17.34333333333333
8100467,1999,10,1999-10,7.425806451612904
8100467,1999,11,1999-11,3.58
8100467,1999,12,1999-12,-2.383870967741936
8100467,2000,1,2000-01,-7.590322580645162
8100467,2000,2,2000-02,-7.710344827586207
8100467,2000,3,2000-03,-0.8741935483870968
8100467,2000,4,2000-04,2.8633333333333337
8100467,2000,5,2000-05,8.54516129032258
8100467,2000,6,2000-06,15.85
8100467,2000,7,2000-07,18.31935483870968
8100467,2000,8,2000-08,19.04516129032258
8100467,2000,9,2000-09,14.183333333333334
8100467,2000,10,2000-10,7.896774193548388
8100467,2000,11,2000-11,3.216666666666667
8100467,2000,12,2000-12,-4.964516129032258
8100467,2001,1,2001-01,-8.338709677419354
8100467,2001,2,2001-02,-8.539285714285715
8100467,2001,3,2001-03,-3.403225806451613
8100467,2001,4,2001-04,1.96
8100467,2001,5,2001-05,10.803225806451612
8100467,2001,6,2001-06,16.75
8100467,2001,7,2001-07,19.125806451612902
8100467,2001,8,2001-08,20.299999999999997
8100467,2001,9,2001-09,15.93
8100467,2001,10,2001-10,9.651612903225805
8100467,2001,11,2001-11,3.533333333333333
8100467,2001,12,2001-12,-0.9193548387096774
8100467,2002,1,2002-01,-6.703225806451614
8100467,2002,2,2002-02,-7.917857142857143
8100467,2002,3,2002-03,-3.767741935483871
8100467,2002,4,2002-04,2.81
8100467,2002,5,2002-05,9.635483870967741
8100467,2002,6,2002-06,14.153333333333334
8100467,2002,7,2002-07,18.83225806451613
8100467,2002,8,2002-08,19.783870967741933
8100467,2002,9,2002-09,14.963333333333333
8100467,2002,10,2002-10,7.274193548387097
8100467,2002,11,2002-11,0.6666666666666666
8100467,2002,12,2002-12,-4.251612903225807
8100467,2003,1,2003-01,-10.390322580645162
8100467,2003,2,2003-02,-10.960714285714285
8100467,2003,3,2003-03,-4.890322580645161
8100467,2003,4,2003-04,0.3733333333333333
8100467,2003,5,2003-05,8.164516129032258
8100467,2003,6,2003-06,16.21
8100467,2003,7,2003-07,19.887096774193548
8100467,2003,8,2003-08,18.345161290322583
8100467,2003,9,2003-09,16.966666666666665
8100467,2003,10,2003-10,8.651612903225805
8100467,2003,11,2003-11,2.986666666666667
8100467,2003,12,2003-12,-2.670967741935484
8100467,2004,1,2004-01,-11.361290322580645
8100467,2004,2,2004-02,-7.320689655172414
8100467,2004,3,2004-03,-3.9645161290322584
8100467,2004,4,2004-04,3.0766666666666667
8100467,2004,5,2004-05,9.870967741935484
8100467,2004,6,2004-06,13.913333333333332
8100467,2004,7,2004-07,19.325806451612905
8100467,2004,8,2004-08,19.338709677419356
8100467,2004,9,2004-09,14.356666666666666
8100467,2004,10,2004-10,9.025806451612903
8100467,2004,11,2004-11,1.6666666666666667
8100467,2004,12,2004-12,-5.300000000000001
8100467,2005,1,2005-01,-10.229032258064517
8100467,2005,2,2005-02,-7.232142857142857
8100467,2005,3,2005-03,-3.3225806451612905
8100467,2005,4,2005-04,3.5166666666666666
8100467,2005,5,2005-05,7.583870967741936
8100467,2005,6,2005-06,16.396666666666665
8100467,2005,7,2005-07,19.68064516129032
8100467,2005,8,2005-08,19.774193548387096
8100467,2005,9,2005-09,15.846666666666666
8100467,2005,10,2005-10,9.519354838709678
8100467,2005,11,2005-11,3.5133333333333336
8100467,2005,12,2005-12,-3.5161290322580645
8100467,2006,1,2006-01,-4.577419354838709
8100467,2006,2,2006-02,-7.735714285714286
8100467,2006,3,2006-03,-1.1870967741935483
8100467,2006,4,2006-04,4.8533333333333335
8100467,2006,5,2006-05,10.929032258064517
8100467,2006,6,2006-06,17.876666666666665
8100467,2006,7,2006-07,20.212903225806453
8100467,2006,8,2006-08,16.793548387096774
8100467,2006,9,2006-09,13.846666666666666
8100467,2006,10,2006-10,8.112903225806452
8100467,2006,11,2006-11,3.493333333333333
8100467,2006,12,2006-12,-3.070967741935484
8100467,2007,1,2007-01,-8.087096774193547
8100467,2007,2,2007-02,-10.182142857142859
8100467,2007,3,2007-03,-3.9000000000000004
8100467,2007,4,2007-04,1.4
8100467,2007,5,2007-05,8.661290322580646
8100467,2007,6,2007-06,13.99
8100467,2007,7,2007-07,18.883870967741935
8100467,2007,8,2007-08,17.0258064516129
8100467,2007,9,2007-09,13.580000000000002
8100467,2007,10,2007-10,8.98709677419355
8100467,2007,11,2007-11,0.59
8100467,2007,12,2007-12,-7.390322580645161
8100467,2008,1,2008-01,-8.306451612903226
8100467,2008,2,2008-02,-9.262068965517242
8100467,2008,3,2008-03,-7.919354838709677
8100467,2008,4,2008-04,1.4433333333333331
8100467,2008,5,2008-05,8.064516129032258
8100467,2008,6,2008-06,13.583333333333334
8100467,2008,7,2008-07,19.648387096774194
8100467,2008,8,2008-08,17.238709677419354
8100467,2008,9,2008-09,13.606666666666666
8100467,2008,10,2008-10,7.170967741935484
8100467,2008,11,2008-11,1.43
8100467,2008,12,2008-12,-5.380645161290323
8100467,2009,1,2009-01,-12.880645161290323
8100467,2009,2,2009-02,-6.917857142857143
8100467,2009,3,2009-03,-5.358064516129032
8100467,2009,4,2009-04,3.1799999999999997
8100467,2009,5,2009-05,8.651612903225805
8100467,2009,6,2009-06,14.120000000000001
8100467,2009,7,2009-07,16.903225806451612
8100467,2009,8,2009-08,19.161290322580644
8100467,2009,9,2009-09,13.65
8100467,2009,10,2009-10,5.65483870967742
8100467,2009,11,2009-11,3.54
8100467,2009,12,2009-12,-3.8225806451612905
8100467,2010,1,2010-01,-4.706451612903226
8100467,2010,2,2010-02,-3.664285714285714
8100467,2010,3,2010-03,-0.9677419354838709
8100467,2010,4,2010-04,5.069999999999999
8100467,2010,5,2010-05,8.36
8100467,2010,6,2010-06,14.28
8100467,2010,7,2010-07,20.041935483870965
8100467,2010,8,2010-08,18.18064516129032
8100467,2010,9,2010-09,13.629999999999999
8100467,2010,10,2010-10,7.916129032258064
8100467,2010,11,2010-11,2.1766666666666667
8100467,2010,12,2010-12,-0.2741935483870968
8100467,2011,1,2011-01,-7.587096774193548
8100467,2011,2,2011-02,-8.85357142857143
8100467,2011,3,2011-03,-3.512903225806452
8100467,2011,4,2011-04,1.9933333333333334
8100467,2011,5,2011-05,7.832258064516129
8100467,2011,6,2011-06,13.139999999999999
8100467,2011,7,2011-07,17.970967741935485
8100467,2011,8,2011-08,17.761290322580646
8100467,2011,9,2011-09,14.17
8100467,2011,10,2011-10,9.16451612903226
8100467,2011,11,2011-11,3.75
8100467,2011,12,2011-12,-3.3677419354838714
8100467,2012,1,2012-01,-7.441935483870967
8100467,2012,2,2012-02,-8.382758620689655
8100467,2012,3,2012-03,-2.458064516129032
8100467,2012,4,2012-04,3.6533333333333333
8100467,2012,5,2012-05,9.464516129032257
8100467,2012,6,2012-06,14.51
8100467,2012,7,2012-07,18.858064516129033
8100467,2012,8,2012-08,19.858064516129033
8100467,2012,9,2012-09,14.426666666666668
8100467,2012,10,2012-10,8.248387096774193
8100467,2012,11,2012-11,1.9366666666666668
8100467,2012,12,2012-12,-2.774193548387097
8100467,2013,1,2013-01,-8.990322580645161
8100467,2013,2,2013-02,-8.239285714285714
8100467,2013,3,2013-03,-1.9193548387096775
8100467,2013,4,2013-04,2.02
8100467,2013,5,2013-05,9.480645161290322
